dt,pool,aqua,wellness
2025-07-05 06:21:35,0,0,0
2025-07-05 06:37:31,0,0,0
2025-07-05 06:47:05,0,0,0
2025-07-05 06:54:20,0,0,0
2025-07-05 07:16:13,0,0,0
2025-07-05 07:32:00,0,0,0
2025-07-05 07:40:59,0,0,0
2025-07-05 07:49:25,0,0,0
2025-07-05 08:22:43,0,0,0
2025-07-05 08:39:42,0,0,0
2025-07-05 08:46:57,0,0,0
2025-07-05 08:53:51,0,0,0
2025-07-05 09:15:03,24,2,5
2025-07-05 09:27:13,29,4,8
2025-07-05 09:36:19,32,15,8
2025-07-05 09:48:09,31,18,10
2025-07-05 10:20:22,36,23,11
2025-07-05 10:35:01,26,34,11
2025-07-05 10:43:45,30,34,10
2025-07-05 10:53:43,38,39,8
2025-07-05 11:16:17,42,38,6
2025-07-05 11:29:08,57,25,4
2025-07-05 11:37:50,48,25,4
2025-07-05 11:48:08,35,34,8
2025-07-05 12:16:08,38,49,6
2025-07-05 12:33:16,54,30,7
2025-07-05 12:41:42,44,46,6
2025-07-05 12:52:06,49,38,7
2025-07-05 13:12:58,38,41,8
2025-07-05 13:24:05,38,48,6
2025-07-05 13:35:27,32,56,8
2025-07-05 13:48:10,32,55,9
2025-07-05 14:31:26,44,76,6
2025-07-05 14:54:01,64,86,3
2025-07-05 15:01:32,66,85,2
2025-07-05 15:13:30,75,85,3
2025-07-05 15:25:15,62,97,6
2025-07-05 15:35:24,77,89,6
2025-07-05 15:42:18,86,83,5
2025-07-05 15:49:08,76,91,5
2025-07-05 16:15:20,53,89,5
