dt,pool,aqua,wellness
2020-09-15 06:09:49,36,0,0
2020-09-15 06:24:10,40,0,0
2020-09-15 06:33:34,42,0,0
2020-09-15 06:49:14,46,0,0
2020-09-15 07:08:46,39,0,0
2020-09-15 07:21:38,31,0,0
2020-09-15 07:33:33,26,0,0
2020-09-15 07:49:17,19,0,0
2020-09-15 08:09:55,24,0,0
2020-09-15 08:26:19,22,0,0
2020-09-15 08:32:51,24,0,0
2020-09-15 08:49:08,20,0,0
2020-09-15 09:09:03,9,0,0
2020-09-15 09:22:25,10,0,0
2020-09-15 09:33:24,11,0,0
2020-09-15 09:49:09,16,0,0
2020-09-15 10:10:11,26,2,0
2020-09-15 10:25:17,29,4,0
2020-09-15 10:33:31,30,6,0
2020-09-15 10:49:30,30,5,0
2020-09-15 11:09:07,27,3,0
2020-09-15 11:23:41,32,4,0
2020-09-15 11:33:38,40,3,0
2020-09-15 11:49:07,41,3,0
2020-09-15 12:09:07,42,4,3
2020-09-15 12:22:59,35,4,6
2020-09-15 12:33:22,34,5,6
2020-09-15 12:49:09,30,7,6
2020-09-15 13:08:33,21,6,4
