dt,pool,aqua,wellness
2023-04-24 05:59:44,12,0,0
2023-04-24 06:19:48,33,0,0
2023-04-24 06:33:02,41,0,0
2023-04-24 06:46:18,42,0,0
2023-04-24 06:59:44,56,0,0
2023-04-24 07:19:00,48,0,0
2023-04-24 07:32:29,39,0,0
2023-04-24 07:46:21,37,0,0
2023-04-24 07:59:43,36,0,0
2023-04-24 08:20:19,30,0,0
2023-04-24 08:33:25,27,0,0
2023-04-24 08:46:25,23,0,0
2023-04-24 08:59:45,22,0,0
2023-04-24 09:18:17,19,0,0
2023-04-24 09:32:23,19,0,0
2023-04-24 09:46:23,16,0,0
2023-04-24 09:59:48,32,0,0
2023-04-24 10:20:05,32,10,0
2023-04-24 10:33:13,33,17,0
2023-04-24 10:46:30,40,16,0
2023-04-24 10:59:45,50,15,0
2023-04-24 11:19:11,37,24,0
2023-04-24 11:32:29,34,31,0
2023-04-24 11:46:25,55,17,0
2023-04-24 11:59:51,44,17,0
2023-04-24 12:19:34,41,8,11
2023-04-24 12:32:45,30,11,15
2023-04-24 12:46:19,54,11,19
2023-04-24 12:59:41,45,42,16
2023-04-24 13:17:09,39,54,12
2023-04-24 13:32:32,47,58,10
2023-04-24 13:46:17,77,30,12
2023-04-24 13:59:54,61,17,11
2023-04-24 14:21:33,40,22,12
2023-04-24 14:40:40,48,15,12
2023-04-24 14:51:50,60,14,10
2023-04-24 15:02:07,64,14,10
2023-04-24 15:19:57,85,7,10
2023-04-24 15:32:29,73,14,9
2023-04-24 15:46:37,91,11,9
2023-04-24 15:59:44,86,15,11
2023-04-24 16:18:50,84,17,10
2023-04-24 16:32:15,94,16,10
2023-04-24 16:46:23,85,19,10
2023-04-24 16:59:40,85,24,10
2023-04-24 17:19:20,108,20,14
2023-04-24 17:32:36,119,18,20
2023-04-24 17:46:20,121,21,21
2023-04-24 17:59:44,116,21,22
2023-04-24 18:20:07,108,23,24
2023-04-24 18:35:22,111,14,22
2023-04-24 18:46:32,109,19,21
2023-04-24 18:59:43,106,19,27
2023-04-24 19:18:07,119,19,26
2023-04-24 19:32:28,120,19,33
2023-04-24 19:46:25,111,22,30
2023-04-24 19:59:43,101,26,28
2023-04-24 20:19:50,87,19,23
2023-04-24 20:32:50,73,11,21
2023-04-24 20:46:26,41,0,10
2023-04-24 20:59:43,21,0,8
2023-04-24 21:16:38,2,0,0
2023-04-24 21:32:23,2,0,0
2023-04-24 21:46:27,2,0,0
2023-04-24 21:59:46,2,0,0
2023-04-24 22:19:13,2,0,0
2023-04-24 22:32:26,2,0,0
