dt,pool,aqua,wellness
2024-10-27 05:17:08,0,0,0
2024-10-27 05:30:53,0,0,0
2024-10-27 05:40:13,0,0,0
2024-10-27 05:48:36,0,0,0
2024-10-27 06:13:44,0,0,0
2024-10-27 06:28:51,0,0,0
2024-10-27 06:36:59,0,0,0
2024-10-27 06:48:30,0,0,0
2024-10-27 07:19:19,0,0,0
2024-10-27 07:33:41,2,0,0
2024-10-27 07:41:37,6,0,0
2024-10-27 07:49:05,11,0,0
2024-10-27 08:13:45,12,0,0
2024-10-27 08:25:02,12,0,0
2024-10-27 08:35:03,12,0,0
2024-10-27 08:48:31,12,0,0
2024-10-27 09:18:54,64,22,10
2024-10-27 09:31:43,72,33,12
2024-10-27 09:41:18,77,43,15
2024-10-27 09:50:21,79,50,15
2024-10-27 10:14:04,114,76,15
2024-10-27 10:25:26,83,109,16
2024-10-27 10:34:08,85,122,14
2024-10-27 10:48:15,92,133,14
2024-10-27 11:13:53,101,119,14
2024-10-27 11:30:08,92,117,17
2024-10-27 11:37:50,91,116,20
2024-10-27 11:48:21,100,116,20
2024-10-27 12:10:50,107,83,20
2024-10-27 12:21:08,97,64,21
2024-10-27 12:34:23,101,58,21
2024-10-27 12:48:39,101,75,23
2024-10-27 13:26:08,71,107,10
2024-10-27 13:46:49,94,95,13
2024-10-27 13:54:27,117,101,9
2024-10-27 14:01:25,123,97,8
2024-10-27 14:18:36,90,140,8
2024-10-27 14:28:26,107,146,9
2024-10-27 14:35:39,119,143,11
2024-10-27 14:48:31,93,174,18
2024-10-27 15:12:51,99,153,26
2024-10-27 15:28:37,115,148,31
2024-10-27 15:37:10,133,141,40
2024-10-27 15:48:15,95,142,43
2024-10-27 16:13:32,128,130,31
2024-10-27 16:25:46,104,146,31
2024-10-27 16:34:58,103,134,36
2024-10-27 16:48:30,97,119,32
