dt,pool,aqua,wellness
2025-03-19 05:18:20,0,0,0
2025-03-19 05:32:55,0,0,0
2025-03-19 05:41:37,0,0,0
2025-03-19 05:50:38,0,0,0
2025-03-19 06:15:05,29,0,0
2025-03-19 06:30:02,38,0,0
2025-03-19 06:38:10,40,0,0
2025-03-19 06:48:21,50,0,0
2025-03-19 07:21:21,45,0,0
2025-03-19 07:38:15,39,0,0
2025-03-19 07:45:35,35,0,0
2025-03-19 07:52:07,34,0,0
2025-03-19 08:15:03,29,0,0
2025-03-19 08:26:59,25,0,0
2025-03-19 08:36:10,24,0,0
2025-03-19 08:48:14,22,0,0
2025-03-19 09:20:20,29,0,0
2025-03-19 09:35:50,32,0,0
2025-03-19 09:44:17,28,0,0
2025-03-19 09:52:53,40,0,0
2025-03-19 10:17:30,41,18,14
2025-03-19 10:30:44,54,22,17
2025-03-19 10:40:26,58,20,21
2025-03-19 10:50:03,64,17,23
2025-03-19 11:16:59,54,13,25
2025-03-19 11:33:25,55,11,26
2025-03-19 11:41:33,60,10,25
2025-03-19 11:49:00,63,10,18
